""	"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:1905368"	"CC"	"GO:1905368"	"peptidase complex"	"54/4763"	"118/19869"	1.75692923753042e-07	7.18491588190073e-06	5.51899655224238e-06	"8547/6883/5690/10026/5710/5692/117143/824/10213/2191/5707/10474/8850/9861/6880/5696/5698/5689/90637/5683/3315/9690/7415/29979/5711/5695/5719/5682/10629/8738/5693/5720/5721/5706/5684/197131/5685/112869/5713/94005/5717/5691/5709/5705/5718/9352/90701/9491/7056/128869/11047/5886/5714/5329"	54
"GO:0043062"	"BP"	"GO:0043062"	"extracellular structure organization"	"118/4576"	"319/18903"	1.92073610505786e-07	7.89943683918743e-05	6.21509965533546e-05	"64856/1307/22854/1520/1513/57326/8751/9507/25903/4921/3915/83872/1999/2331/3914/183/149371/84695/1803/2191/1290/8837/3913/56999/1295/25890/90102/151887/256076/4241/64116/6423/81792/4015/7045/2296/10211/7124/1303/1300/3908/6624/3569/2006/1278/8985/3912/857/10049/538/1288/649/4017/4325/4147/3037/169044/92949/1515/7046/55151/85301/169611/2022/10585/1289/51144/90993/30008/871/4319/4312/4314/4321/23187/1305/140766/4791/1308/101/4035/3936/1284/4323/22795/30001/63894/23768/10516/26585/302/79875/4016/11173/5045/4313/146206/3038/342371/170692/2294/2303/4239/10609/60681/3690/1277/6662/55612/650/50509/79709/7040/3036/4320/9510/11096/861"	118
"GO:0043202"	"CC"	"GO:0043202"	"lysosomal lumen"	"47/4763"	"98/19869"	1.93663530979602e-07	7.52382817855753e-06	5.77932747712812e-06	"3339/5538/1520/1513/2629/63827/2331/6382/129807/2992/23324/27163/950/10855/4126/1462/5159/972/2760/4758/8635/54749/2990/221914/2717/3920/1508/427/6383/1515/6609/1200/53/8722/3988/1634/10082/10577/3320/1464/1440/2548/6448/5476/4125/23646/6948"	47
"GO:0010508"	"BP"	"GO:0010508"	"positive regulation of autophagy"	"63/4576"	"144/18903"	1.96198369181929e-07	7.89943683918743e-05	6.21509965533546e-05	"65018/83667/80149/5563/57535/2773/22926/23677/79443/10641/5291/3064/291/205860/339976/5562/112574/7416/7942/5071/11040/11152/665/9821/8767/94241/203228/10558/9830/90678/2021/26086/117854/85363/10346/5286/258010/55626/9776/572/10524/7405/143686/5049/10133/51322/219771/81603/9531/664/120892/1634/2308/10206/5587/3091/9517/84219/140775/10241/55062/220441/58476"	63
"GO:0005178"	"MF"	"GO:0005178"	"integrin binding"	"69/4686"	"156/18432"	2.36383528716132e-07	0.000288151521504965	0.000265744851230346	"1307/8613/8515/8751/50848/3964/6868/3553/2191/3655/3676/8745/2335/3913/3693/6696/2247/6423/3672/11082/10085/7045/2246/667/8838/7402/10457/3912/5764/3084/8754/4067/8840/5747/1903/1289/7106/83700/310/928/3678/3679/3936/4323/10979/87/10516/84978/2200/83660/22801/8482/4240/3681/3690/3675/3384/5578/5771/3909/10666/55612/8839/3911/9294/3385/4627/58494/11096"	69
"GO:0070482"	"BP"	"GO:0070482"	"response to oxygen levels"	"123/4576"	"337/18903"	2.48078740930417e-07	8.87846249485413e-05	6.98537507356699e-05	"57085/5351/65018/6548/6513/205/23576/405/8751/4000/7391/4720/4921/5743/134/824/5664/6262/56776/6868/1788/6546/2034/3552/1803/5163/8837/2043/3708/7428/10533/5468/7048/8994/523/26355/5291/5352/952/6649/3516/5978/1909/2982/836/5562/5066/5159/7124/51167/100133941/10370/6648/5154/358/51142/857/29923/5165/538/4204/285/4017/4824/6781/665/5327/5423/4609/3297/6505/29979/1902/210/2021/133/5024/572/2977/1410/84890/219736/3778/9124/664/101/3709/7009/4891/4193/317/2308/4323/84962/23256/30001/3091/677/5228/7043/207/663/5371/9915/64506/18/4313/8996/8140/1535/7157/1277/1636/596/650/1869/100/655/3727/22933/64344/10587/4538"	123
"GO:1990778"	"BP"	"GO:1990778"	"protein localization to cell periphery"	"123/4576"	"337/18903"	2.48078740930417e-07	8.87846249485413e-05	6.98537507356699e-05	"9341/22883/1969/2048/26119/84455/2633/29899/5906/55204/8394/6281/5872/50848/8548/8934/5525/163882/22979/30845/23433/55704/116372/26003/26154/55022/51304/54585/7871/2042/200894/7879/27032/5357/5028/23043/1173/131578/1739/2580/57728/10098/287/9693/64083/1601/5295/26262/8878/63971/10211/7124/2037/7430/4301/2852/1956/2770/57154/9179/245812/857/1020/65267/367/2316/51201/10434/23167/6505/55667/5727/6812/20/89958/11187/10077/391/25921/6809/10938/23682/10133/57512/288/81619/118813/92482/4035/8825/353116/10082/4323/25831/10484/382/3958/10640/9495/376267/123016/207/23241/4644/5780/9351/4682/23062/112755/90410/284098/342667/3675/9368/201475/11031/1000/3911/682/7040/91663/23759/26088"	123
"GO:0045229"	"BP"	"GO:0045229"	"external encapsulating structure organization"	"118/4576"	"321/18903"	2.81054917060476e-07	9.52924092475573e-05	7.49739293986811e-05	"64856/1307/22854/1520/1513/57326/8751/9507/25903/4921/3915/83872/1999/2331/3914/183/149371/84695/1803/2191/1290/8837/3913/56999/1295/25890/90102/151887/256076/4241/64116/6423/81792/4015/7045/2296/10211/7124/1303/1300/3908/6624/3569/2006/1278/8985/3912/857/10049/538/1288/649/4017/4325/4147/3037/169044/92949/1515/7046/55151/85301/169611/2022/10585/1289/51144/90993/30008/871/4319/4312/4314/4321/23187/1305/140766/4791/1308/101/4035/3936/1284/4323/22795/30001/63894/23768/10516/26585/302/79875/4016/11173/5045/4313/146206/3038/342371/170692/2294/2303/4239/10609/60681/3690/1277/6662/55612/650/50509/79709/7040/3036/4320/9510/11096/861"	118
"GO:0062023"	"CC"	"GO:0062023"	"collagen-containing extracellular matrix"	"149/4763"	"433/19869"	4.88535519651711e-07	1.80758142271133e-05	1.3884693716417e-05	"64856/3339/8547/1307/22854/1893/1520/6281/6280/6277/6275/7059/63827/3068/9507/3915/83872/2331/3914/183/4052/2202/307/84695/1290/2335/5270/1293/3913/7869/7474/56999/1295/25890/151887/256076/5359/55214/131578/1739/6649/3490/308/6423/55914/1462/10085/1946/4015/2201/7045/309/6678/2162/667/1303/3910/1300/3908/7058/2006/7784/1278/563/221914/5118/5054/8985/3912/4693/7076/27286/1288/3897/285/1508/4017/51435/6383/4147/115908/301/85301/1955/256158/84929/1289/10418/89797/4192/30008/8722/871/4684/653145/1305/310/311/59/1308/5654/81029/2/1634/10082/1284/22795/3958/4053/7043/10516/5265/3320/26585/2200/302/79875/4016/8482/1464/4240/7041/4313/1012/5176/9423/4239/1277/439921/7077/84034/3909/1000/5271/7052/655/3911/50509/9518/7040/4059/348/284297/3956/9510/11096/1476/1291/1292"	149
"GO:0045667"	"BP"	"GO:0045667"	"regulation of osteoblast differentiation"	"61/4576"	"141/18903"	4.88805495595707e-07	0.000157444250131377	0.000123873603225965	"56998/79639/126820/4921/51430/51374/51232/7130/659/3488/5468/8994/344901/5978/658/5530/2247/6423/202151/3572/4208/2201/654/7124/1192/55603/56975/3569/2737/3082/1021/1052/6591/115908/8840/5747/5727/8519/3611/2101/10413/25805/7480/2735/338773/5587/10979/79697/26585/4077/10140/8313/6662/650/182/23051/1051/655/5566/3727/54795"	61
"GO:0007033"	"BP"	"GO:0007033"	"vacuole organization"	"84/4576"	"213/18903"	5.302789910614e-07	0.000162362383472354	0.000127743080184216	"65018/23673/7805/5538/533/57535/9554/5298/23557/2629/338382/5861/55207/10533/5868/25978/64422/523/55254/141/7879/339122/55/57533/950/171024/112574/4124/9140/10919/7942/9474/26100/54664/57154/9179/4693/11152/29978/91782/9821/51606/94241/55353/203228/51510/29979/19/90678/1200/440026/55626/9776/53/9066/81876/219931/4647/9638/23232/9531/23710/120892/488/1203/55647/23256/22863/63894/55102/23241/57617/302/527/11345/81631/140775/90410/55062/2548/57132/22878/58476/89781"	84
"GO:0032970"	"BP"	"GO:0032970"	"regulation of actin filament-based process"	"142/4576"	"406/18903"	5.59328490444741e-07	0.000162362383472354	0.000127743080184216	"832/3925/6548/5142/126820/829/389/4853/6281/10456/128239/55243/477/50848/5999/27/10092/25802/134/5629/375/6262/10602/23433/55704/119/9168/822/3552/390/7341/55845/2042/90102/3059/5290/1739/118/9948/9353/399/22998/57482/2044/55435/287/817/171024/9037/253260/5734/5144/5295/2150/5921/5066/1946/1436/5159/11346/23607/58527/51429/5071/5154/6624/2006/3984/10344/6369/10095/857/8976/136319/1020/7114/286527/2316/10395/10174/6781/10565/27067/114822/23189/203228/7111/7046/1902/81873/29085/391/23075/4192/116985/83700/6840/9886/59/120/3071/4035/488/10810/1073/382/122786/10979/2764/6710/7043/123016/51466/54551/7082/29767/29766/7168/29109/146206/23406/1398/1440/3690/3759/2885/396/1829/284266/85366/343578/1265/684/85415/2909/54795/91663/9647/4627/11135/11078/9620"	142
"GO:1902115"	"BP"	"GO:1902115"	"regulation of organelle assembly"	"82/4576"	"207/18903"	5.79685628665653e-07	0.000162362383472354	0.000127743080184216	"65018/5563/29899/57535/9554/10806/3192/6382/55704/5868/8850/10015/51364/25978/79598/64422/2596/55254/141/6047/3064/53407/57533/202018/9662/9908/2895/5562/112574/1437/10146/57472/7124/10919/9474/7430/6624/221908/11152/29978/23229/91782/6386/5789/203228/51510/347240/90678/4957/10807/7251/81876/78999/85459/10413/9638/8027/23232/118611/120892/9924/23329/3936/22873/23256/8814/23224/9738/79874/1540/140775/90410/672/4591/55062/57132/79959/9525/115704/1785/2909/79734"	82
"GO:0001649"	"BP"	"GO:0001649"	"osteoblast differentiation"	"94/4576"	"246/18903"	6.2589000066019e-07	0.000167999307677206	0.000132178085665737	"56998/1969/79639/126820/103/4209/4921/51430/1660/3192/51374/51232/2274/2736/7130/23314/659/3488/5468/8994/6474/344901/5978/6696/658/5530/51176/2247/6423/202151/3572/1462/4208/4015/2201/654/3400/7124/1192/1432/55603/56975/3569/2737/3486/3082/1021/1749/27316/1052/6591/115908/8840/5747/5727/8519/3611/55366/90993/2101/10413/25805/7480/2735/338773/3183/5587/10979/79697/207/26585/22801/8482/51741/6348/4077/1277/10140/9902/8313/6662/2194/650/182/6238/58476/23051/1051/655/5566/3727/54795/91355/1291"	94
"GO:0007265"	"BP"	"GO:0007265"	"Ras protein signal transduction"	"126/4576"	"353/18903"	7.11124575648936e-07	0.000181902283485765	0.000143116635073115	"57449/2048/3925/115273/3725/9411/29899/1435/5906/4893/4853/9869/56882/9909/6016/128239/9826/50848/55103/27/23179/3707/25780/10602/23550/55845/5894/9922/50650/6091/22808/5291/185/5912/5337/399/9908/2247/9693/26269/55914/202243/2149/2150/5921/56990/64411/5159/10146/79930/8878/10211/5863/8831/1026/57531/57221/9844/3984/1278/100271927/9367/2846/57826/2664/116442/10251/157285/10395/23362/9046/3084/6386/10565/22898/23189/55667/19/1902/153090/64787/391/392/8567/51196/57698/3845/23011/90627/23263/22821/5587/394/382/6655/376267/9101/9289/79567/1012/1398/7157/9423/7126/3675/55379/2885/396/201475/10928/1785/57139/8625/9710/9138/348/2828/2909/6237/1399/8216/613/27128/11135/9620/7074"	126
"GO:0097485"	"BP"	"GO:0097485"	"neuron projection guidance"	"91/4576"	"237/18903"	7.34160100998121e-07	0.000181902283485765	0.000143116635073115	"1969/1889/2048/91624/4853/10500/1944/64218/5362/10505/54910/2736/1123/659/8609/8941/2043/152330/5364/3913/7869/7474/6091/2042/91653/2596/8997/5361/23129/2047/9353/399/2044/658/1909/23022/9037/2668/2297/1946/57556/1436/6586/2534/3908/2115/2737/10371/1749/4897/1020/5365/3897/7976/137970/5747/5727/9355/391/5080/4684/5818/64221/9638/644168/1959/219699/10570/23077/1948/2290/23768/123016/9252/80031/4756/8482/10509/10381/9423/3975/3909/1630/655/3911/54915/682/10501/4854/2909/23654"	91
"GO:0009260"	"BP"	"GO:0009260"	"ribonucleotide biosynthetic process"	"90/4576"	"234/18903"	7.73637072957694e-07	0.000184584074962721	0.000145226608432409	"978/65018/5538/79717/51727/205/26289/271/515/4720/6391/7371/25874/29922/159/109/790/5163/55022/4705/3615/523/4710/8833/521/10606/1633/4717/2982/2180/6389/134145/79993/8382/1836/79646/347734/60481/6785/221264/9551/3614/4708/51422/5634/7114/56474/5160/5165/2182/7415/4882/4702/8050/51144/4723/2977/1737/132/9060/83401/51703/4522/4707/9556/122622/4832/527/115/4706/5198/80347/79877/516/498/80025/84532/55902/100/514/54963/374291/7040/6576/23181/4535/4536/4537/4539/4538"	90
"GO:0031331"	"BP"	"GO:0031331"	"positive regulation of cellular catabolic process"	"148/4576"	"429/18903"	8.13951004640278e-07	0.000187266870424738	0.000147337371704622	"65018/83667/7805/127544/80149/5563/57535/2773/4343/7812/405/2629/22926/149041/64326/1660/3192/9781/28951/3553/7341/23677/79443/10425/10641/201626/26137/5291/3064/3184/152503/57630/291/205860/339976/1601/5562/112574/167227/7416/153769/9337/57472/255488/7124/7942/2729/389421/340152/51429/5071/90637/221955/3569/57154/857/11040/11152/29978/10134/665/8754/9821/8767/94241/10247/25897/10221/5747/3297/90865/203228/7415/29979/23287/10558/195827/9830/54542/90678/2021/26086/20/57104/10984/117854/85363/10346/5286/258010/55626/9776/572/10524/1374/7405/143686/5049/28960/10133/51322/219771/22849/81603/9531/664/101/8078/120892/9924/4193/1634/26259/2308/3356/10206/22894/8660/91875/56339/5587/25831/3091/677/9517/207/8554/5045/84219/140775/10241/10140/8313/55062/57690/1453/220441/58476/54915/6449/3643/5886/79016/22933/55095/7538/348/9567"	148
"GO:0046390"	"BP"	"GO:0046390"	"ribose phosphate biosynthetic process"	"92/4576"	"241/18903"	8.61397192474204e-07	0.000191348990135132	0.000150549091897034	"978/65018/5538/79717/51727/205/26289/271/515/4720/6391/7371/25874/29922/159/109/790/5163/55022/4705/3615/523/4710/8833/521/10606/1633/4717/2982/2180/6389/134145/79993/8382/1836/79646/347734/60481/6785/221264/9551/3614/4708/51422/5634/7114/56474/5160/5165/5631/2182/7415/4882/4702/8050/51144/4723/2977/1737/132/9060/83401/51703/5836/4522/4707/9556/122622/4832/527/115/4706/5198/80347/79877/516/498/80025/84532/55902/100/514/54963/374291/7040/6576/23181/4535/4536/4537/4539/4538"	92
"GO:0048193"	"BP"	"GO:0048193"	"Golgi vesicle transport"	"109/4576"	"298/18903"	1.03850817504146e-06	0.000223002322120569	0.000175453223257004	"9341/7805/553115/8613/50999/6272/9554/55204/5872/10067/1314/8548/27252/10228/5877/338382/29097/149371/163882/29959/30845/150684/5861/9648/54520/4430/378/10342/27032/9276/2580/3064/53407/57533/22872/10427/55435/9871/64083/81555/63971/29886/261729/10282/9179/381/3638/6399/6102/286451/10134/6845/10434/83696/340371/7415/23230/114879/84364/738/81876/5870/7405/10133/288/56681/54536/143187/51026/51290/120892/22818/400/8906/29091/5587/23256/10484/122553/10640/10972/9321/9950/4644/10066/23062/164/11345/9905/10749/3996/51226/55062/1453/11031/8774/56907/22878/10483/10079/8943/1785/11018/55850/23760/26088/11015/9980/7109"	109
"GO:0061564"	"BP"	"GO:0061564"	"axon development"	"165/4576"	"490/18903"	1.08742538644019e-06	0.000225974010949926	0.000177791281348371	"1969/1889/2048/3925/5792/3725/91624/22854/9860/4853/29956/10500/6277/1944/80128/64218/23271/5362/10505/54910/150465/2736/1123/3676/659/8609/2335/8941/2043/152330/5364/3913/7869/7474/6091/2042/91653/2596/8997/5361/23129/2047/6474/9353/399/7345/2044/6696/658/1909/23022/836/9037/2668/2297/1946/9315/57556/1495/1436/6586/9856/10211/8831/27242/5454/2534/3908/10090/2115/2737/3984/10371/1749/22853/57154/4897/5764/1020/10013/84631/5365/3897/2316/2664/10251/7976/137970/5747/203228/5727/9314/9355/6812/391/5080/349667/4135/4684/5818/64221/9638/56288/644168/288/1959/26128/219699/118813/57698/113246/23011/79600/6049/9201/23111/23077/8428/1948/2290/51062/51199/26037/23768/123016/9252/3320/4692/4130/80031/4756/8482/25942/10509/79006/4313/10381/5048/9423/51393/3996/3975/8506/4137/3909/1000/1630/596/84612/655/3911/54915/682/10501/5802/1785/4854/348/2909/83999/706/23654/4685/7074/104"	165
"GO:0031301"	"CC"	"GO:0031301"	"integral component of organelle membrane"	"135/4763"	"390/19869"	1.1500334003735e-06	4.0617088731373e-05	3.11994707182666e-05	"54896/65018/23673/10269/79971/10026/23443/388662/8799/9900/4580/22926/54499/25874/10228/94097/129293/84236/56947/55831/440957/55032/27032/7095/7466/202018/2555/166929/133022/2110/291/10299/54463/153129/79993/972/821/3134/3105/3133/3107/3106/3127/3123/3117/3113/3115/347734/9697/60481/6785/56975/55501/256979/8460/261729/10282/51024/3638/7355/51566/3920/93380/10134/65991/55790/9583/7993/23471/54332/5125/2218/3309/8818/22845/169714/6786/84188/5024/79064/84447/1374/84649/9159/2542/219855/55454/259230/142891/27069/118813/81855/83401/119559/664/55711/2583/23592/490/11153/121665/5025/5018/51310/51016/79944/3895/6252/56851/567/84888/5045/55829/780776/51283/267/51030/8834/94005/1353/56907/4864/220441/6238/128869/54760/5802/126129/284361/55670/9127/400916/25777/10478/25813"	135
"GO:0022604"	"BP"	"GO:0022604"	"regulation of cell morphogenesis"	"113/4576"	"312/18903"	1.16298283301098e-06	0.000226231699063679	0.000177994024574195	"54751/832/2048/9204/192670/84879/10269/2633/22854/85369/4343/389/51177/56882/6281/64218/50848/5362/10602/23433/3987/390/2335/23363/2043/8994/5364/7474/5361/23129/5028/344901/4241/1739/9948/399/55435/152503/4651/1601/5921/1946/56990/64411/1436/6678/55023/2534/7430/5071/6369/57154/57464/9203/100528062/5365/2316/10251/157285/10395/27067/5168/3037/5747/23189/5789/301/89846/1902/157922/391/3611/55742/960/4192/116985/25805/9886/23268/118987/54764/65981/91010/113251/3679/23011/55785/26259/10810/8874/10979/161176/7168/56965/1398/5048/1856/6347/6348/3690/9368/201294/114804/23327/9962/1785/2909/91663/1399/4627/11135/11078/23654"	113
"GO:0007411"	"BP"	"GO:0007411"	"axon guidance"	"90/4576"	"236/18903"	1.18544028017723e-06	0.000226231699063679	0.000177994024574195	"1969/1889/2048/91624/4853/10500/1944/64218/5362/10505/54910/2736/1123/659/8609/8941/2043/152330/5364/3913/7869/7474/6091/2042/91653/2596/8997/5361/23129/2047/9353/399/2044/658/1909/23022/9037/2668/2297/1946/57556/1436/6586/2534/3908/2115/2737/10371/1749/4897/1020/5365/3897/7976/137970/5747/5727/9355/391/5080/4684/5818/64221/9638/644168/1959/219699/23077/1948/2290/23768/123016/9252/80031/4756/8482/10509/10381/9423/3975/3909/1630/655/3911/54915/682/10501/4854/2909/23654"	90
"GO:0016055"	"BP"	"GO:0016055"	"Wnt signaling pathway"	"155/4576"	"456/18903"	1.23019351363557e-06	0.000226231699063679	0.000177994024574195	"56998/3065/8613/5563/4919/79971/1952/57326/90780/4139/6382/129293/9839/79809/65062/151195/130612/9686/5868/27303/8994/1951/7474/3836/23043/59343/3516/152573/51176/2247/1909/6423/1363/9037/90268/1601/5562/2297/324/4163/6932/5515/7320/10146/2870/100113407/1432/5754/22881/100133941/6206/7128/5071/2737/23072/3484/1956/1749/57154/857/6907/4693/9968/10009/7976/25960/6591/6788/115908/8840/8629/23189/7415/2776/9314/153090/3611/27122/55366/4192/154810/10413/25805/219771/8325/22943/84445/8945/6934/2869/54764/81029/65981/120892/7480/3489/5916/4035/2735/8549/55681/26524/2308/10082/337867/57447/57680/4776/10979/51339/26585/23168/9101/26108/80349/55897/79705/527/7041/1540/267/1459/51741/2300/1856/90410/3675/1277/54903/54894/64750/8313/6662/9368/1453/1000/115701/55612/650/164284/54994/10297/79816/7089/6597/898/7040/348/57664/54795/84133/83999/25776/9620/7074"	155
"GO:0022612"	"BP"	"GO:0022612"	"gland morphogenesis"	"54/4576"	"123/18903"	1.24557172994171e-06	0.000226231699063679	0.000177994024574195	"1969/6195/1435/4853/1999/5629/7039/8837/3488/7048/7474/5361/23129/2246/1436/3400/7124/7128/5154/3569/2737/1956/3082/857/5764/367/4824/5423/6591/5727/5080/4192/8945/7421/5916/2735/10818/6926/7043/55727/2252/5371/4313/9423/6909/6662/9368/596/7052/1051/655/3911/7040/91355"	54
"GO:0016050"	"BP"	"GO:0016050"	"vesicle organization"	"125/4576"	"353/18903"	1.26425662314381e-06	0.000226231699063679	0.000177994024574195	"9341/23673/553115/533/6272/2773/9554/55204/6281/23557/5872/8674/10228/8934/338382/149371/6382/5861/9839/10254/5798/130340/5270/3267/55207/10015/25978/10342/523/7879/84343/1173/23355/55330/55300/950/22872/10427/9871/64083/2149/23176/81555/8878/63971/23607/9519/51534/8676/10981/5071/358/10282/1174/857/8976/3638/357/6399/6845/51201/137492/91782/10947/51606/6386/55353/157680/83696/203062/51510/51271/10497/301/19/6812/11234/7251/57586/84364/6809/9066/7405/4647/23682/8027/653145/5552/56681/26985/55361/143187/9882/55647/29091/10484/122553/10972/63894/57617/26258/9101/302/8120/527/112476/112755/164/83547/5048/9842/1453/57132/22878/596/9525/10483/57403/8943/5990/89781/162/8867/25825/7109"	125
"GO:0005788"	"CC"	"GO:0005788"	"endoplasmic reticulum lumen"	"112/4763"	"312/19869"	1.29585711658163e-06	4.37774338949534e-05	3.36270473730794e-05	"54587/64856/9563/1307/1435/844/64222/3915/5743/6868/4052/10618/51661/54431/1290/2335/3488/7857/1293/3913/7474/285203/1295/11167/3592/55214/4241/7466/3490/6696/10098/79642/56034/1462/821/1303/1300/8635/56975/5154/3569/3484/3486/25870/1278/8985/3912/4189/415/412/7076/1288/91851/6383/169044/92949/51280/23071/85301/3309/51148/1289/57104/10418/5954/54972/871/11098/23621/1305/81619/9562/1308/81029/10970/55757/79070/1284/2159/57544/30001/3895/5265/567/2200/29106/11173/4240/339123/1066/8824/60681/1277/22901/1000/1114/55741/718/50509/57719/79709/5329/348/57333/3053/140606/80020/3956/79087/11096/1291/1292"	112
